PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,CalendarYearIssued,StatusCurrent,StatusDate,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,TotalJobValuation,NumberOfFloors,HousingUnits,OriginalAddress1,OriginalZip,CouncilDistrict,Link,ProjectID,MasterPermitNum,Latitude,Longitude,Location,ContractorCompanyName,ContractorPhone
2013-130858 BP,R- 645 Demolition One Family Homes,Demolition,No,1906 STAMFORD LN,Total demo of existing single family res  Circa 1937,116060518,S 55 FT OF LOT 4 BLK 18 WESTFIELD A,9/16/2013,1/21/2014,2014,Withdrawn,3/27/2014,1/21/2016,3/27/2014,"1,800","9,000.00",1,1,1906 STAMFORD LN,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11066864,11066864,11016718,30.29384912,-97.76893056,"(30.29384912, -97.76893056)",Southwest Destructors****MAIN***,5129179511
2013-130861 BP,R- 645 Demolition One Family Homes,Demolition,No,1703 NEWTON ST,Total demo of sf home  Circa 1948,400000705,LOT 11 BLK 28 SWISHER ADDN,11/13/2013,1/22/2014,2014,Final,7/17/2014,7/17/2014,7/17/2014,690,"10,000.00",1,1,1703 NEWTON ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11066867,11066867,11048369,30.24733553,-97.75276175,"(30.24733553, -97.75276175)",Dig B LLC,9173046721
2013-130864 BP,R- 645 Demolition One Family Homes,Demolition,No,2009 COLETO ST,Total demo of home  Circa 1959,212100801,LOT 8 BLK 5 OLT 46 DIV B JOHNS C R SUBD,12/13/2013,12/23/2013,2013,Expired,6/21/2016,6/20/2016,,"13,614","8,000.00",1,1,2009 COLETO ST,78722,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11066872,11066872,11063525,30.28210654,-97.71850077,"(30.28210654, -97.71850077)",DAR Construction,5124534646
2013-130868 BP,R- 645 Demolition One Family Homes,Demolition,No,716 PEDERNALES ST,Total demo of home  Circa 1954,204101501,,12/13/2013,12/23/2013,2013,Final,12/12/2014,12/12/2014,12/12/2014,576,"1,500.00",1,1,716 PEDERNALES ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11066876,11066876,11063758,30.26197144,-97.71353001,"(30.26197144, -97.71353001)",MX3 Investments,5122702900
2013-131356 BP,R- 645 Demolition One Family Homes,Demolition,No,1316 DUSKY THRUSH TRL,Total demo of home  Circa 1979  No historical review required,107150344,LOT 64 BLK A WOODHAVEN II,12/20/2013,6/12/2014,2014,Expired,1/28/2016,1/27/2016,,"2,562","4,000.00",1,1,1316 DUSKY THRUSH TRL,78746,8,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11067411,11067411,11067371,30.27041225,-97.80595998,"(30.27041225, -97.80595998)","Ranserve, Inc.",5124132538
2013-131400 BP,R- 645 Demolition One Family Homes,Demolition,No,3216 WINDSOR RD,Repermit 2013029177 Total demo of existing single family residence and carport,117040820,LOT 7 TARRY TOWN,12/20/2013,12/20/2013,2013,Final,3/20/2014,3/20/2014,3/20/2014,"2,504","16,732.00",1,1,3216 WINDSOR RD,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11067455,11067455,11067447,30.2978198,-97.76930365,"(30.2978198, -97.76930365)",Southwest Destructors****MAIN***,5129179511
2013-131673 BP,R- 646 Demolition Two Family Bldgs,Demolition,No,603 ELMWOOD PL,Total demo of duplex located in rear of property  Circa 1945,215050906,LOT 56 OLT 1 DIV X COLLEGE COURT  12 DRIVEWAY RESERVE,12/4/2013,12/23/2013,2013,Expired,6/21/2016,6/20/2016,,"1,186","5,000.00",1,1,603 ELMWOOD PL,78705,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11067750,11067750,11059701,30.29040181,-97.73351704,"(30.29040181, -97.73351704)",DAR Construction,5124534646
2013-131750 BP,R- 645 Demolition One Family Homes,Demolition,No,4908 WOODVIEW AVE,Total demo of existing single family res  Circa 1947,225030501,LOT 53  N 20FT OF LOT 54 SHOALMONT ADDN SEC 2,12/6/2013,12/23/2013,2013,Final,12/8/2015,12/8/2015,12/8/2015,864,"13,000.00",1,1,4908 WOODVIEW AVE,78756,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11067840,11067840,11060627,30.32324424,-97.74400728,"(30.32324424, -97.74400728)",DAR Construction,5124534646
2013-132684 BP,R- 645 Demolition One Family Homes,Demolition,No,1400 HILLMONT ST,Total demo of residence  Circa 1950,103030141,LOT 4 BLK D BLUFF VIEW,12/5/2013,12/30/2013,2013,Final,1/12/2015,1/12/2015,1/12/2015,"1,780","5,000.00",1,1,1400 HILLMONT ST,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11068885,11068885,11060105,30.26009068,-97.75969197,"(30.26009068, -97.75969197)","JGB Builders LLC, dba JGB Custom Homes",5125731610
2013-132791 BP,R- 645 Demolition One Family Homes,Demolition,No,2019 E 3RD ST BLDG C,Total demo of home unit C  Circa 1915,203090616,LOT 9A FAIR GROUNDS ADDN AMENDED PLAT OF LOTS 8 9  10 BLK 7,11/18/2013,1/2/2014,2014,Final,4/25/2014,4/25/2014,4/25/2014,836,400,1,1,2019 E 3RD ST BLDG C,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11069003,11069003,11050436,30.25788283,-97.72139988,"(30.25788283, -97.72139988)",DW Construction,5122976362
2014-000051 BP,R- 645 Demolition One Family Homes,Demolition,No,705 NORWALK LN,Total demo of residence  Circa 1936,111070811,LOT 51 MARLTON PLACE SEC 1,11/22/2013,1/23/2014,2014,Expired,1/25/2016,1/23/2016,,"1,200","7,000.00",1,1,705 NORWALK LN,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11069678,11069678,11054488,30.2825869,-97.77472793,"(30.2825869, -97.77472793)","Heart of Texas Demolition, LLC",5129091533
2014-000061 BP,R- 645 Demolition One Family Homes,Demolition,No,3506 RIVER RD,Total demo of home  Circa 1954,120070207,LOT 7 TARRYTOWN RIVER OAKS,11/4/2013,4/17/2014,2014,Final,8/28/2014,8/28/2014,8/28/2014,"2,500","10,000.00",1,1,3506 RIVER RD,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11069688,11069688,11042932,30.30687361,-97.77369414,"(30.30687361, -97.77369414)","Heart of Texas Demolition, LLC",5129091533
2014-000167 BP,R- 645 Demolition One Family Homes,Demolition,No,2601 SOL WILSON AVE,Total demo of residence  Circa 1925,209141101,,11/18/2013,1/9/2014,2014,Final,5/22/2014,5/22/2014,5/22/2014,"1,300","3,500.00",1,1,2601 SOL WILSON AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11069900,11069900,11050965,30.27482933,-97.70560455,"(30.27482933, -97.70560455)",Dantag Enterprise LLC,4095049618
2014-000182 BP,R- 645 Demolition One Family Homes,Demolition,No,1807 CLIFFORD AVE,Total demo of single family res  Circa 1950,212130212,113 AC OF LOT 15 OLT 28 DIVISION B,11/13/2013,1/7/2014,2014,Final,1/30/2015,12/1/2014,1/30/2015,0,0,1,1,1807 CLIFFORD AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11069915,11069915,11048631,30.28127186,-97.70740661,"(30.28127186, -97.70740661)",,5126941151
2014-000519 BP,R- 645 Demolition One Family Homes,Demolition,No,408 SWANEE DR,full demo of single story sf residence,231111101,,11/27/2013,1/3/2014,2014,Final,12/8/2015,12/8/2015,12/8/2015,840,"1,500.00",1,1,408 SWANEE DR,78752,4,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11071514,11071514,11056362,30.33511394,-97.71431186,"(30.33511394, -97.71431186)",MCHAEL FRIEDMN CSTM HMS,5125678985
2014-001030 BP,R- 645 Demolition One Family Homes,Demolition,No,1714 RICHCREEK RD,Total demo of detached garage  Circa 1952,236061206,LOT 6 BLK P CRESTVIEW ADDN SEC 4,11/27/2013,1/7/2014,2014,Final,7/29/2014,7/29/2014,7/29/2014,400,"5,000.00",1,1,1714 RICHCREEK RD,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11072070,11072070,11056417,30.34748071,-97.72746298,"(30.34748071, -97.72746298)",,5126265729
2014-001301 BP,R- 645 Demolition One Family Homes,Demolition,No,714 RAMOS ST,Total demolition of cr 1952 one story sf res,204130611,LOT 12 BLK 1 OLT 2627 DIV A CHERNOSKY NO 11,12/27/2013,1/23/2014,2014,Final,7/1/2016,7/1/2016,7/1/2016,"1,000","10,000.00",1,1,714 RAMOS ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11072389,11072389,11068534,30.26020463,-97.70743148,"(30.26020463, -97.70743148)","Heart of Texas Demolition, LLC",5129091533
2014-001304 BP,R- 645 Demolition One Family Homes,Demolition,No,714 RAMOS ST,Total demolition of cr 1940 one story sf res,204130611,LOT 12 BLK 1 OLT 2627 DIV A CHERNOSKY NO 11,12/27/2013,1/23/2014,2014,Final,7/1/2016,7/1/2016,7/1/2016,"1,000","10,000.00",1,1,714 RAMOS ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11072392,11072392,11068534,30.26020463,-97.70743148,"(30.26020463, -97.70743148)","Heart of Texas Demolition, LLC",5129091533
2014-001310 BP,R- 645 Demolition One Family Homes,Demolition,No,6917 WEST COURTYARD DR,Total demolition of cr 1970 two story sf res,,,12/27/2013,1/23/2014,2014,Expired,1/25/2016,1/23/2016,,"4,800","12,000.00",2,1,6917 WEST COURTYARD DR,78730,,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11072398,11072398,11068543,30.36054959,-97.80729286,"(30.36054959, -97.80729286)","Heart of Texas Demolition, LLC",5129091533
2014-001314 BP,R- 645 Demolition One Family Homes,Demolition,No,2209 PALO PINTO DR,Total demolition of cr 1963 one story sf res,212151401,,12/27/2013,1/9/2014,2014,Final,5/7/2014,5/7/2014,5/7/2014,"1,100","8,000.00",1,1,2209 PALO PINTO DR,78723,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11072402,11072402,11068613,30.28696559,-97.70059329,"(30.28696559, -97.70059329)",Barberly LLC,5126996577
2014-001444 BP,R- 645 Demolition One Family Homes,Demolition,No,2103 E 9TH ST,Total demo of home  Circa 1921,205101002,LOT 2 BLK 22 GRANDVIEW PLACE,12/13/2013,1/8/2014,2014,Final,3/18/2014,3/18/2014,3/18/2014,"1,400","5,000.00",1,1,2103 E 9TH ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11072563,11072563,11063746,30.26334198,-97.71868897,"(30.26334198, -97.71868897)",Billingsley House Moving,5128066640
2014-002018 BP,R- 645 Demolition One Family Homes,Demolition,No,504 MONTOPOLIS DR,Repermit 2012097193 Total demo of single family res Circa 1945,304160201,115 X 185FT AV ABS 24 DELVALLE S,1/8/2014,1/8/2014,2014,Final,4/28/2014,4/28/2014,4/28/2014,624,"3,000.00",1,1,504 MONTOPOLIS DR,78741,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11073241,11073241,11073223,30.24003596,-97.69403282,"(30.24003596, -97.69403282)",Birch Construction LLC,5125543382
2014-002922 BP,R- 645 Demolition One Family Homes,Demolition,No,65 CHICON ST,Repermit  Total demo of home,202080116,S655 FT OF LOT 8 BLK D OLT 4950 DIV O DRIVING PARK ADDN,1/10/2014,1/10/2014,2014,Final,1/27/2014,1/27/2014,1/27/2014,0,0,1,1,65 CHICON ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11074335,11074335,11074326,30.25404415,-97.72589468,"(30.25404415, -97.72589468)",Patriot Builders,5124135567
2014-003334 BP,R- 645 Demolition One Family Homes,Demolition,No,81 1/2 RAINEY ST,Total demo of existing home,203031010,LOT 11 BLK 1 OLT 7273 DIV E DRISKILL AND RAINEY,1/13/2014,1/13/2014,2014,Expired,12/23/2015,12/22/2015,,"1,098","5,000.00",1,1,81 1/2 RAINEY ST,78701,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11074848,11074848,11074841,30.25918354,-97.73830844,"(30.25918354, -97.73830844)",Franklin-Alan LLC,5128453467
2014-003615 BP,R- 645 Demolition One Family Homes,Demolition,No,1002 MERIDEN LN,Total demo of residence  Circa 1956,112050122,LOT 1 RUGELEY ADDN,11/18/2013,1/14/2014,2014,Final,8/19/2014,8/19/2014,8/19/2014,"2,008","7,500.00",1,1,1002 MERIDEN LN,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11075184,11075184,11050569,30.2833328,-97.76952684,"(30.2833328, -97.76952684)",Tex Star Excavation,5129179713
2014-004053 BP,R- 645 Demolition One Family Homes,Demolition,No,6700 CANAL ST,Total demo of existing home  Circa 1950,308160432,LOT 34 BLK 13 CHERNOSKY NO 17,1/8/2014,1/15/2014,2014,Final,4/30/2014,4/30/2014,4/30/2014,0,0,1,1,6700 CANAL ST,78741,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11075687,11075687,11073202,30.22730044,-97.69770642,"(30.22730044, -97.69770642)","Sisk-Robb, Incorporated",5122607171
2014-004776 BP,R- 645 Demolition One Family Homes,Demolition,No,1610 SALINA ST,Total demolition of a 1324 sqft woodframed pier and beam foundation singlestory SFR,,,1/14/2014,1/17/2014,2014,Final,7/15/2014,7/15/2014,7/15/2014,"1,000","5,000.00",1,0,1610 SALINA ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11076942,11076942,11075527,30.27752129,-97.72198712,"(30.27752129, -97.72198712)","Home Simple of Texas, Inc",5129341188
2014-005256 BP,R- 645 Demolition One Family Homes,Demolition,No,2813 CREST AVE,Total demo of home  Home has been demolished,209140640,LOT 27 BLK D OLT 14 DIV B HOMEWOOD HEIGHTS,1/17/2014,1/17/2014,2014,Final,2/5/2014,2/5/2014,2/5/2014,0,100,1,1,2813 CREST AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11077529,11077529,11077512,30.27374986,-97.7023226,"(30.27374986, -97.7023226)","Mimjac, LLC",5126265559
2014-005620 BP,R- 645 Demolition One Family Homes,Demolition,No,1121 LOTT AVE,Total demo of home  Home has been demolished,208210659,LOT 10 BLK 4 GREEN VALLEY NO 1,1/17/2014,1/30/2014,2014,Final,2/10/2015,2/10/2015,2/10/2015,0,0,1,1,1121 LOTT AVE,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11077926,11077926,11077613,30.27196133,-97.68120453,"(30.27196133, -97.68120453)","Pintail Resources, LLC",5125073374
2014-005874 BP,R- 645 Demolition One Family Homes,Demolition,No,2405 ROCKINGHAM CIR,Total demo of existing home  Circa 1959,101091305,LOT 5 BLK K BARTON HILLS SEC 3A,1/10/2014,1/22/2014,2014,Final,4/8/2014,4/8/2014,4/8/2014,"1,900","12,000.00",1,1,2405 ROCKINGHAM CIR,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11078205,11078205,11074225,30.2511429,-97.78247041,"(30.2511429, -97.78247041)",DAR Construction,5124534646
2014-006609 BP,R- 645 Demolition One Family Homes,Demolition,No,1106 S 5TH ST,Total demo of single story res  Circa 1946,100031306,LOT 34 BLK 11 SOUTH HEIGHTS,1/21/2014,1/23/2014,2014,Final,5/18/2017,5/18/2017,5/18/2017,520,"4,200.00",1,1,1106 S 5TH ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11079055,11079055,11077953,30.25489302,-97.75807223,"(30.25489302, -97.75807223)",,5128042274
2014-009507 BP,R- 645 Demolition One Family Homes,Demolition,No,2000 EXPOSITION BLVD,Total demolition of residence  Circa 1950,116060824,LOT 13A HILLVIEW OAKS RESUB PT OF LOTS 12  13,12/2/2013,1/31/2014,2014,Final,3/21/2014,3/21/2014,3/21/2014,"2,114","10,000.00",1,1,2000 EXPOSITION BLVD,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11082381,11082381,11056948,30.2949186,-97.76973569,"(30.2949186, -97.76973569)",Dallas Grant Construction,5125639967
2014-009573 BP,R- 645 Demolition One Family Homes,Demolition,No,3215 BRIDLE PATH,Total demo of home  Circa 1949,116081104,LOT 4  W10FT OF LOT 3 BLK 7 TOBIN  JOHNSON SUBD PLUS 12 ADJ VAC ALLEY,12/23/2013,2/11/2014,2014,Final,4/4/2014,4/4/2014,4/4/2014,"1,386","10,500.00",1,1,3215 BRIDLE PATH,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11082451,11082451,11067713,30.29421601,-97.77586805,"(30.29421601, -97.77586805)",Southwest Destructors****MAIN***,5129179511
2015-003929 BP,R- 645 Demolition One Family Homes,Demolition,No,2322 SANTA MARIA ST,Total demo of existing home  Circa 1939,202100917,LOT 5 BLK 5 OLT 10 DIV O INDUSTRIAL ADDN,1/5/2015,1/28/2015,2015,Expired,1/29/2017,1/28/2017,,744,"1,500.00",1,1,2322 SANTA MARIA ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11275689,11275689,11271703,30.25751607,-97.71690464,"(30.25751607, -97.71690464)","CAPITAL CITY BUILDERS, LLC (MAIN)",5126323561
2015-003933 BP,R- 645 Demolition One Family Homes,Demolition,No,407 W 55TH ST,total demo sf res  Circa 1950,225092301,,12/15/2014,1/14/2015,2015,Expired,8/28/2016,8/27/2016,,"1,000","5,000.00",1,1,407 W 55TH ST,78751,4,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11275694,11275694,11263638,30.32174996,-97.72416014,"(30.32174996, -97.72416014)",B & B INVESTMENT,5127869298
2015-003938 BP,R- 645 Demolition One Family Homes,Demolition,No,1001 DAPHNE CT,Total demo of home  Circa 1969,405062201,,1/7/2015,1/14/2015,2015,Final,12/28/2015,12/28/2015,12/28/2015,"1,296","15,000.00",1,1,1001 DAPHNE CT,78704,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11275699,11275699,11272825,30.23311281,-97.77190524,"(30.23311281, -97.77190524)",Gossett and Jones Homes Inc.,5123083366
2015-004000 BP,R- 645 Demolition One Family Homes,Demolition,No,1900 HETHER ST,Total demo of existing home and detached garage  Circa 1952,100060210,248AC OF TRT 5 BRADLEY ADDN,1/7/2015,1/21/2015,2015,Final,8/10/2016,8/10/2016,8/10/2016,"1,196","5,500.00",1,1,1900 HETHER ST,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11275778,11275778,11272683,30.2523144,-97.77240013,"(30.2523144, -97.77240013)",DAR Construction,5124534646
2015-006923 BP,R- 645 Demolition One Family Homes,Demolition,No,2900 E 13TH ST,Total demo of home  Circa 1930,210122701,,1/9/2015,1/21/2015,2015,Final,9/19/2017,9/19/2017,9/19/2017,0,"10,000.00",1,1,2900 E 13TH ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11280646,11280646,11274439,30.27672962,-97.70827801,"(30.27672962, -97.70827801)",Verde Builders,5126532522
2015-010102 BP,R- 645 Demolition One Family Homes,Demolition,No,1801 MOHLE DR,Total demo of home  Circa 1945,118020605,W 50 FT OF LOT 8  E 10 FT OF LOT 9 BLK 3 BRYKERWOODS C,11/19/2014,1/29/2015,2015,Withdrawn,6/12/2015,1/29/2017,6/12/2015,"1,279","10,000.00",1,1,1801 MOHLE DR,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11284337,11284337,11251896,30.3015139,-97.75711662,"(30.3015139, -97.75711662)",DAR Construction,5124534646
2015-010530 BP,R- 645 Demolition One Family Homes,Demolition,No,2210 GREENLEE DR,Total demo of home  Circa 1953,117021014,LOT 86  E 25FT OF LOT 85 TARRYTOWN OAKS,10/22/2014,2/6/2015,2015,Final,10/16/2015,10/16/2015,10/16/2015,"1,200","7,000.00",1,1,2210 GREENLEE DR,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11284833,11284833,11238878,30.29852642,-97.76215348,"(30.29852642, -97.76215348)",LOHR Homes,5126530553
2015-010542 BP,R- 645 Demolition One Family Homes,Demolition,No,3310 WINDSOR RD,Total demo of home  Circa 1953,118060812,LOT 6 BLK A MONTE VISTA PLUS 10 FT ADJ VAC ALLEY,11/7/2014,2/10/2015,2015,Expired,2/11/2017,2/10/2017,,"3,500","5,000.00",1,1,3310 WINDSOR RD,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11284845,11284845,11247363,30.29906357,-97.7716731,"(30.29906357, -97.7716731)",,5129668914
2015-010545 BP,R- 645 Demolition One Family Homes,Demolition,No,3102 E 14TH ST,Total demo of existing home  Circa 1950,210150713,LOT 2 BLK 6 OLT 26 DIV B MCKINLEY HEIGHTS,1/21/2015,1/30/2015,2015,Final,9/16/2015,9/16/2015,9/16/2015,720,"2,500.00",1,1,3102 E 14TH ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11284848,11284848,11281013,30.27827845,-97.70239564,"(30.27827845, -97.70239564)",MX3 Investments,5122702900
2015-010548 BP,R- 645 Demolition One Family Homes,Demolition,No,2101 PARAMOUNT AVE,Total demo of home  Circa 1964,100080521,LOT 1 AVON HEIGHTS SEC 2,1/22/2015,1/30/2015,2015,Expired,12/22/2015,12/21/2015,,"1,525","5,000.00",1,1,2101 PARAMOUNT AVE,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11284851,11284851,11281486,30.25212368,-97.77717299,"(30.25212368, -97.77717299)",DAR Construction,5124534646
