CalendarYearIssued,Description
2014,Partial demo of NW wall of master bedrm  master bathrm NW Rear of master bedrm Remodel kitchen remove interior walls to open up living rmkitchendining rms replace front bay windows  new windows at master bedrm remodel of existing carport to create garage and trim overhang out of easement and erect an attached shed  Addition to expand master bathroom onto existing roofed rear porch remove walls in utility room to enlarge existing closet of existing 1 story SF res
2014,Partial Demolition and Complete Interior Remodel  Partial demo to widen existing door add two windows  Renovate kitchen and master bath Minor interior demo  Screen in existing covered porch at rear of structure  Add washer dryer to basement  Replace finishes and windows  Existing noncomplying carport in setback
2014,Partial demolition included  Additionremodel of exisitng  onestory singlefamily residence  Addition will add 223sf of new 1st floor area new utility room and pool bathroom 1003 sf of new 2nd floor area master bedroom suite and study 145sf of new garage area and 54sf of new balcony area on the 2nd floor  Remodel work includes door and window replacement throughout the residence per plans  Upon completion of work the twostory residence will have 4 bedrooms and 35 bathrooms  Existing Type 1 apron will be modified to meet current COA standards
2014,Interior Remodel  Partial Demolition exterior wall in master removed for outdoor kitchen new window in master new window in game room  Remove wall in living room to create large open great room add window and mini kitchen to game room update all windows and doors new cabinets in kitchen and all bathrooms add stand alone tub  separate shower in Master bath extend Master closet to make larger demo 2nd bathroom in Master and add outdoor kitchen
2014,Partial Demolition of roof for new Dormer  Complete Interior Remodel of existing house moving walls stairs bathrooms kitchen  Redesigning back porch to raise roofceiling height with new windowssliding door  Remove and replace roof shingles  Replacing windows and siding  Remove and replace existing HVAC  Repairrelocated electrical fixtures plugs and outlets  Repair and relocated interior water and drain lines  New concrete steps at Sunroom and removing stone areas and damaged concrete on site  Existing noncomplying dwelling over side setback and garageguest house over side setback and PUE
2014,partial demoaddition remodel of single family res
2014,partial demoAdd Bathrm Office Enlarge Bedrm  RePlumb The Existing Sf Residence  Refer to Expired Permit 2003000979 BP
2014,Partial Demo for new window  door locations sreened porch at portion of sunroom  Complete Interior remodel and window replacement
2014,Partial demo of exterior wall for addition New screened covered porch and wood balcony on 2nd floor
2014,Partial demolition included  AdditionRemodel of twostory splitlevel residence  Addition will add 60sf of new 1st floorentry level area 108sf of new 2nd floormain level area and 626sf of new 2nd floor area above the existing garagebedroomutility room area for new master bedroom suite and stairs New covered porches included with the addtion  Extensive remodel and floor plan reconfiguation throughout the residence per plans which includes new windows and siding replacementrepair where needed  Residence will have 6 bedrooms and 4 bathrooms upon completion
2014,Partial demo to remove exterior walls for new door and new window deck and remod of both units level rear structure renovateredesign existing rear structure Unit B in existing space repair existing roof connection between structures replace doors  windows addition to add a new deck 303 sq ft between Unit A  Unit B
2014,partial demoaddition remodel of single family res 2nd story addition removing deck that is in setback
2014,Partial demo of east wall southeast portion of roof for addition New master bedroom bathrm enlarge 2 bedrms Repermit 05019970 MP Rewire Electrical  Install Hvac To Exst Res
2014,Partial demo of deck to be removed from PUE Repairremodel deck new wood pergola and outdoor shower over existing IC
2014,Partial demo of portion of rear exterior wall  living room  master bedroom  Interior living room master bedroom  master bathroom remodel  90sf of new area will be added at master bathroom
2014,partial demo new kitchen master bedroom bath and laundry additionremodel of single story res
2014,partial demonew covered porch
2014,Partial demo for addition addition and remodel to second floor to existing master bath new fixtures new flooring new tile work
2014,Partial demo remove all exterior siding and replace windows facade north south and east Remodel repair and level pier  beam foundation repair all interior and exterior cracks in walls and ceilings Replace a bearing wall with engineered beam btwn kitchen and diningrm Remodel kichen relocate sink Repair closet in bedrms Replace ext siding in all exposed surfaces replace insulation in exterior walls and roof as required  Relocate and bring up to code water heater and HVAC Built 1 hour fire rated wall in the West side of home Demolish and rebuild interior wall Remodel and locate 2 bathrms Build bath tubs in both bathrmsRelocate gas appliances relocate water heater Build laundryrm or pantry New wooden deck in the rear Relocate main access to the East side of house Demo conc slab in the front porch Resurface front covered porch with wooden deck Repair existing carportadd open pergola Install gutters and french drianage as required in the front and back of houseReplace siding roof exterior doors and windows  Repair drywall as needed throughoutRepair existing foundation replace piers for existing Sf Res  Reissue of expired permit 2010104429 BPper 2014031689 RM
